,CAPÍTULO I  FILIPA GUIMARÃES,SENTIMENTO GLOBAL,SENTIMENTO POSITIVO,TERMOS/EXPRESSÕES  POSITIVOS,SENTIMENTO NEGATIVO,TERMOS/EXPRESSÕES  NEGATIVOS
1331,"Quando saiu com o espírito desta meditação, tinha os olhos marejados com lágrimas. — Não chore, menino — disse o criado —, os trabalhos são para os homens, e Deus há de fazer tudo pelo melhor.",positivo,presente,"""não chore, menino"" ""Deus há de fazer tudo pelo melhor""",presente,"""olhos marejados com lágrimas"""
1332,"Almoce, senhor Simão. — Leva o almoço — disse ele. — Não quer almoçar? — Não.",neutro,n/a,n/a,n/a,n/a
1333,Nem voltes aqui.,negativo,n/a,n/a,presente,"""nem voltes"""
1334,Eu não tenho família.,neutro,n/a,n/a,n/a,n/a
1335,Não quero absolutamente nada da casa dos meus pais.,negativo,n/a,n/a,presente,"""absolutamente nada"""
1336,"Diz à minha mãe que eu estou sossegado, bem alojado, feliz e orgulhoso da minha sorte.",positivo,presente,"""sossegado"" ""feliz"" ""orgulhoso da minha sorte"" ""bem alojado""",n/a,n/a
1337,Vai-te embora já.,negativo,n/a,n/a,presente,"""já"""
1338,"O criado saiu, e disse ao carcereiro que o seu infeliz amo estava doido.",negativo,n/a,n/a,presente,"""o seu infeliz amo estava doido"""
1339,"D Rita achou provável a suspeita do servo, e viu a evidência da loucura nas palavras do filho.",negativo,n/a,n/a,presente,"""evidência de loucura"""
1340,"Quando o carcereiro voltou à cela de Simão, entrou acompanhado de uma rapariga camponesa: era Mariana.",neutro,n/a,n/a,n/a,n/a
1341,"A filha de João da Cruz, que até àquele momento não apertara ainda sequer a mão de Simão e correu para ele com os braços abertos, e o rosto banhado de lágrimas.",positivo,presente ,"""braços abertos""",n/a,n/a
1342,"O carcereiro retirou-se, dizendo consigo: — Esta é bem mais bonita que a fidalga! — Não quero ver lágrimas, Mariana — disse Simão. — Se há alguém que deve chorar sou eu; mas lágrimas dignas de mim, lágrimas de gratidão aos favores que tenho recebido de si e do seu pai.",positivo,presente ,"""lágrimas de gratidão""",n/a,n/a
1343,Acabo de saber que a minha mãe nunca me mandou dinheiro.,neutro,n/a,n/a,n/a,n/a
1344,Era do seu pai aquele dinheiro que recebi.,neutro,n/a,n/a,n/a,n/a
1345,"Mariana escondeu o rosto no avental com que enxugava as lágrimas. — O seu pai teve algum perigo? — perguntou Simão em tom de voz só percetível a ela. — Não, senhor. — Está em casa? — Está, e parece furioso.",negativo,n/a,n/a,presente ,"""enxugava as lágrimas"" ""furioso"""
1346,"Queria vir aqui, mas eu não o deixei. — Perseguiu-o alguém? — Não, senhor. — Diga-lhe que não se assuste, e vá depressa sossegá-lo. — Eu não posso ir sem fazer o que ele me disse.",positivo,presente,"""diga-lhe que não se assuste"" ""vá depressa sossegá-lo""",n/a,n/a
1347,"Eu vou sair, e volto daqui a pouco. — Mande-me comprar uma banca, uma cadeira, um tinteiro e papel — disse Simão, dando-lhe dinheiro. — Há de vir logo tudo; já cá podia estar; mas o pai disse-me que não comprasse nada sem saber se a sua família lhe mandava o necessário. — Eu não tenho família, Mariana.",neutro,n/a,n/a,n/a,n/a
1348,"Tome o dinheiro. — Não recebo dinheiro, sem licença do meu pai.",neutro,n/a,n/a,n/a,n/a
1349,Para essas compras trouxe eu de mais.,neutro,n/a,n/a,n/a,n/a
1350,"E a sua ferida como está? — Até já me esqueci disso! — disse Simão, sorrindo — Deve estar boa, pois não me dói.",positivo,presente,"""deve estar boa"" ""até já me esqueci disso""",n/a,n/a
1351,Soube alguma coisa de D Teresa? — Soube que foi para o Porto.,neutro,n/a,n/a,n/a,n/a
1352,"Estavam ali a contar que o pai a mandou meter desmaiada na liteira, e que estão muitas pessoas à porta do fidalgo. — Está bem, Mariana.",negativo,n/a,n/a,prsente,"""desmaiada"""
1353,Não há desgraçado sem amparo.,negativo,n/a,n/a,presente,"""desgraçado"""
1354,"Vá, pense no seu hóspede, seja o seu anjo de misericórdia.",positivo,presente,"""anjo de misericórdia""",n/a,n/a
1355,"Saltaram de novo as lágrimas dos olhos da rapariga; e por entre soluços, estas palavras: — Tenha paciência.",negativo,n/a,n/a,presente,"""saltaram de novo as lágrimas"""
1356,Não há de morrer ao desamparo.,neutro,n/a,n/a,n/a,n/a
1357,Faça de conta que lhe apareceu hoje uma irmã.,negativo,n/a,n/a,presente,"""faça de conta"""
1358,"E dizendo, tirou das amplas algibeiras um embrulho de biscoitos e uma garrafa de licor de canela, que depôs sobre a cadeira. — Mau almoço é; mas não achei outra coisa pronta — disse ela, e saiu apressada, como para poupar ao infeliz palavras de gratidão.",negativo,n/a,n/a,presente,"""mau almoço é"" ""apressada"""
1359,CAPÍTULO XII  CAROLE DURÃES,,,,,
1360,"O corregedor, nesse mesmo dia, ordenou que se preparassem mulher e filhas para no dia a seguir saírem de Viseu com tudo que pudesse ser transportado nas carruagens.",,,,,
1361,"Vou descrever a singela e dorida reminiscência de uma senhora daquela família, como a tenho em carta recebida há meses: Já lá vão cinquenta e sete anos, e ainda me lembro, como se fossem ontem passados, os tristes acontecimentos da minha juventude.",,,,,
1362,Não sei como é que tenho hoje mais clara a memória das coisas da infância.,,,,,
1363,"Parece-me que, há trinta anos, me não lembravam com tantas circunstâncias e pormenores.",,,,,
1364,"Quando a mãe me disse a mim e às minhas irmãs que preparássemos os nossos baús, rompemos todas num choro, que irritou a ira do pai.",,,,,
1365,"As manas, como eram mais velhas ou mais afeitas ao castigo, calaram-se logo: eu, porém, que só uma vez, e unicamente por causa de Simão, tinha sido castigada, continuei a chorar, e tive o inocente valor de pedir ao pai que me deixasse ir ver o mano à cadeia antes de sairmos de Viseu.",,,,,
1366,"Então fui castigada pela segunda vez, e asperamente.",negativo,,,,castigo
1367,"O criado, que levou o jantar à cadeia, voltou com ele e contou-nos que Simão já tinha alguns móveis no seu quarto, e estava a jantar sossegado.",,,,,
1368,Àquela hora todos os sinos de Viseu tocavam afinados pela alma de Baltasar.,,,,,
1369,"Ao pé dele, disse o criado, estava uma formosa rapariga da aldeia, triste e coberta de lágrimas.",,,,,
1370,"Apontando-a ao criado que a observava, disse Simão: — a minha família é esta.",,,,,
1371,"No dia seguinte, ao romper da manhã, partimos para Vila Real.",,,,,
1372,"A mãe chorava sempre; o pai, encolerizado por isso, saiu da liteira em que vinha com ela, obrigou-me a trocar de lugar com ele, e fez toda a jornada na minha carruagem.",,,,,
1373,"Assim que chegámos a Vila Real, eram tão frequentes as desordens em casa, por causa do Simão, que o meu pai abandonou a família, e foi sozinho para a quinta de Montezelos.",,,,,
1374,"A mãe quis também abandonar-nos e ir ter com os primos de Lisboa, para solicitar a libertação do mano.",,,,,
1375,"Mas o pai, que fizera uma espantosa mudança de génio, quando tal soube, ameaçou a minha mãe da obrigar judicialmente a não sair de casa.",,,,,
1376,"Escrevia a mãe a Simão, e não recebia resposta.",,,,,
1377,"Pensava ela que o filho não respondia: anos mais tarde, vimos entre os papéis do meu pai todas as cartas que ela escrevera.",,,,,
1378,Percebemos que o pai as fazia tirar ao correio.,,,,,
1379,"Uma senhora de Viseu escreveu à mãe, louvando-a pelo muito amor e caridade com que ela acudia às necessidades do seu infeliz filho.",,,,,
1380,Esta carta foi-lhe entregue por um almocreve senão teria o destino das outras.,,,,,
1381,"Espantou-se a minha mãe do conceito em que a tinha a sua amiga, e confessou-lhe que não o tinha socorrido, porque o filho rejeitara o pouco que ela quisera fazer no seu bem.",,,,,
1382,"A isto respondeu a senhora de Viseu que uma rapariga, filha de um ferrador, estava a viver nas vizinhanças da cadeia, e cuidava do preso com abundância e limpeza, e a todos dizia que ali estava por ordem e à custa da senhora D Rita Preciosa.",,,,,
1383,"Acrescentava a amiga da minha mãe que algumas vezes mandara chamar a bela rapariga e lhe quisera dar alguns cozinhados mais esquisitos para o Simão, os quais ela rejeitava, dizendo que o senhor Simão não aceitava nada.",,,,,
1384,"De tempos a tempos recebíamos estas notícias, sempre tristes, porque na ausência do meu pai, conspiraram, como era de esperar, quase todas as pessoas distintas de Viseu contra o meu desgraçado irmão.",,,,,
1385,"A mãe escrevia aos seus parentes da capital implorando graça régia para o filho; mas aquelas cartas não saíam do correio, e iam dar todas à mão do meu pai.",,,,,
1386,"E que fazia este, entretanto na quinta, sem família, sem glória, nem recompensa alguma a tantas faltas?",,,,,
1387,"Rodeado de jornais, cultivava aquela grande moradia aonde ainda hoje, por entre os tojos e urzes, que voltaram com o abandono, se podem ver algumas de arvores plantadas por ele.",,,,,
1388,"A mãe escrevia-lhe lastimando o filho; o meu pai apenas respondia que a justiça não era uma brincadeira, e que na antiguidade os próprios pais condenavam os filhos criminosos.",,,,,
1389,"Teve a minha mãe a ousadia de o ir visitar um dia, pedindo licença para ir a Viseu.",,,,,
1390,"O meu inexorável pai negou-lha, e expulso-a furiosamente.",,,,,
1391,"Passados sete meses, soubemos que Simão tinha sido condenado a morrer na forca, que seria levantada no local onde se cometera o crime.",,,,,
1392,"Fecharam-se as janelas por oito dias; vestimos de luto, e a minha mãe caiu doente.",,,,,
1393,"Quando isso se soube em Vila Real, todas as pessoas ilustres da terra foram a Montezelos, a fim de obrigarem brandamente o pai a empregar o seu valor na salvação do filho condenado.",,,,,
1394,"De Lisboa vieram alguns parentes protestar contra a infâmia, que tamanha ignomínia faria recair sobre a família.",,,,,
1395,O meu pai a todos respondia com estas palavras: — “A forca não foi inventada somente para os que não sabem o nome dos seus avôs.,,,,,
1396,A ignomínia das famílias são as más ações.,,,,,
1397,A justiça não infama senão aquele que castiga.”,,,,,
1398,"Tínhamos nós um tio-avô, muito velho e venerando, chamado António da Veiga.",,,,,
1399,"Foi este quem fez o milagre, e foi assim: Apresentou-se ao meu pai e disse- lhe: — “Guardou-me Deus a vida até aos oitenta e três anos. — Poderei viver mais dois ou três?",,,,,
1400,"Isto já nem é vida: mas foi-o e honrada, e sem mancha até agora, e já agora há de assim acabar; os meus olhos não hão de ver a desonra da sua família.",,,,,
1401,"Domingos Botelho, ou tu me prometes aqui salvar o teu filho da forca, ou eu na tua presença me mato.” — E dizendo isto, apontou ao pescoço uma navalha de barba.",,,,,
1402,O meu pai teve-lhe a mão e disse-lhe que Simão não seria enforcado.,,,,,
1403,"No dia seguinte, foi o meu pai para o Porto, onde tinha muitos amigos na Relação, e de lá para Lisboa.",,,,,
1404,"Em princípio de Março de 1805, soube a minha mãe, com grande prazer, que Simão fora removido para as cadeias da Relação do Porto, vencendo os grandes obstáculos que opuseram a essa mudança os queixosos, que eram Tadeu de Albuquerque e as irmãs do morto.",,,,,
1405,Depois….,,,,,
1406,"Suspendemos aqui o extrato da carta, para não anteciparmos a narrativa de sucessos, que importa, em respeito à arte, atar no fio cortado.",,,,,
1407,Simão Botelho vira imperturbavelmente chegar o dia do julgamento.,,,,,
1408,"Sentou- se no banco dos homicidas sem advogado, nem testemunhas de defesa.",,,,,
1409,Às perguntas respondeu com o ânimo frio ao interrogatório do juiz.,,,,,
1410,"Obrigado a explicar a causa do crime, deu-a com toda a lealdade, sem articular o nome de Teresa Clementina de Albuquerque.",,,,,
1411,"Quando o advogado da acusação proferiu aquele nome, Simão Botelho ergueu-se de golpe, e exclamou: — Que vem aqui fazer o nome de uma senhora a este antro de infâmia e sangue?",,,,,
1412,"Que miserável acusador está aí, que não sabe, com a confissão do réu, provar a necessidade do carrasco sem enlamear a reputação de uma mulher?",,,,,
1413,"A minha acusação está feita: eu fi-la; agora a lei que fale, e cale-se o vilão que não sabe acusar sem infamar.",,,,,
1414,O juiz impôs-lhe silêncio.,,,,,
1415,"Simão sentou-se, murmurando: — Miseráveis.",,,,,
1416,Todos!,,,,,
1417,"Ouviu o réu a sentença de morte na forca, arvorada no local do delito.",,,,,
1418,E ao mesmo tempo saíram dentro da multidão uns gritos dilacerantes.,,,,,
1419,"Simão voltou a face para o povo, e disse: — Ides ter um belo espetáculo, senhores!",,,,,
1420,A forca é a única festa do povo!,,,,,
1421,Levai daí essa pobre mulher que chora: essa é a única criatura para quem o meu suplício não será um passatempo.,,,,,
1422,"Mariana foi transportada em braços até ao seu casebre em que se instalara, na vizinhança da cadeia.",,,,,
1423,Os robustos braços que a levaram eram os do seu pai.,,,,,
1424,"Simão Botelho, quando, em toda a agilidade e força dos dezoito anos, ia do tribunal ao cárcere, ouviu algumas vozes que se alternavam deste modo: — Quando é que ele vai morrer? — É bem feito!",,,,,
1425,Vai pagar pelos inocentes que o pai mandou enforcar. — Queria apanhar a morgada à força de balas! — Não.,,,,,
1426,"Estes fidalgos pensam é que não há mais nada na vida senão matar! — Matasse ele um pobre, e verias como ele estava agora em casa! — Isso é verdade! — E olhem como vai ele de cara no ar! — Deixa ir, que não tarda quem lha faça cair ao chão! — Dizem que o carrasco já vem a caminho. — Já chegou de noite, e trazia dois cutelos numa coifa. — Tu viste-o — Não.",,,,,
1427,"Mas disse-me a minha comadre que lho dissera a vizinha do cunhado da irmã, que o carrasco está escondido num calabouço. — E hás de levar os pequenos a ver o criminoso padecer? — Claro!",,,,,
1428,"Estes exemplos não se devem perder. — Eu cá por mim já vi enforcar três, que me lembre, todos por assassínio. — Como se tu, há dois anos, não tivesses acabado a vida do Amaro Lampreia, lá na casa do diabo! — Assim foi; mas, se eu o não matasse, matava-me ele a mim. — Então para que serve o exemplo? — E eu sei cá para que serve?",,,,,
1429,"O frei Anselmo dos franciscanos é que prega aos pais que levem os filhos a verem os enforcados. — Isso há de ser para não o esfolarem a ele, quando ele nos esfola com os peditórios.",,,,,
1430,"Tão desassombrado ia o espírito de Simão, que algumas vezes lhe esvoaçou nos lábios o sorriso, desafiado pela filosofia do povo acerca da forca.",,,,,
1431,"Recolhido ao seu quarto, foi intimado para apelar da sentença, dentro do prazo legal.",,,,,
1432,"Respondeu que não apelava, que estava contente da sua sorte, e das boas avenças com a justiça.",,,,,
1433,"Perguntou por Mariana, e o carcereiro disse-lhe que a mandava chamar.",,,,,
1434,"Veio João da Cruz, e a chorar lastimou-se do medo de perder a filha, porque a via delirante a falar em forca, e a pedir que a matassem primeiro.",,,,,
1435,"Agudíssima foi então a dor do académico ao compreender, como se instantaneamente lhe fulgurasse a verdade, que Mariana o amava até ao extremo de morrer.",,,,,
1436,"Por momentos, esvaiu-se-lhe do coração a imagem de Teresa, se é possível assim pensá-lo.",,,,,
1437,"Vê-la-ia porventura como um anjo redimido em serena contemplação do seu Criador; e veria Mariana como o símbolo da tortura, morrer a pedaços, sem instantes de amor remunerado que lhe dessem a glória do martírio.",,,,,
1438,"Uma, morrendo amada; outra, agonizando, sem ter ouvido a palavra amor dos lábios que escassamente balbuciavam frias palavras de gratidão.",,,,,
1439,E chorou então aquele homem de ferro.,,,,,
1440,"Chorou lágrimas que valiam bem as amarguras de Mariana. — Vá cuidar depressa da sua filha, senhor Cruz! — disse Simão com fervente súplica ao ferrador — Deixe-me a mim, que estou vigoroso e bom.",,,,,
